move_key,name_en,name_es,type_key,category_key,power,accuracy,pp,priority,targeting_key,makes_contact,is_sound,is_pulse,is_punch,is_bite,is_slashing,is_status,effect_short_en,effect_short_es,effect_long_en,effect_long_es,source_key
clangorous_soul,Clangorous Soul,Estruendo Escama,dragon,status,,100,5,,unknown,0,1,0,0,0,0,1,The user boosts all its stats by using some of its own HP.,Utiliza parte de los PS propios para subir sus características.,The user boosts all its stats by using some of its own HP.,Utiliza parte de los PS propios para subir sus características.,championslab
clear_smog,Clear Smog,Niebla Clara,poison,special,50,,15,,unknown,0,0,0,0,0,0,0,The user attacks by throwing a clump of special mud. All status changes are returned to normal.,Ataca al objetivo con una extraña niebla que elimina sus cambios de características.,The user attacks by throwing a clump of special mud. All status changes are returned to normal.,Ataca al objetivo con una extraña niebla que elimina sus cambios de características.,championslab
close_combat,Close Combat,A Bocajarro,fighting,physical,120,100,5,,unknown,1,0,0,0,0,0,0,"The user fights the target up close, inflicting damage without guarding itself. This also lowers the user's Defense and Sp. Def stats.",Lucha abiertamente contra el objetivo sin protegerse. También reduce la Defensa y la Defensa Especial del usuario.,"The user fights the target up close, inflicting damage without guarding itself. This also lowers the user's Defense and Sp. Def stats.",Lucha abiertamente contra el objetivo sin protegerse. También reduce la Defensa y la Defensa Especial del usuario.,championslab
coaching,Coaching,Motivación,fighting,status,0,,10,,unknown,0,0,0,0,0,0,1,"The user properly coaches its ally Pokémon, boosting their Attack and Defense stats.","El usuario imparte indicaciones precisas a sus aliados, que ven aumentados su Ataque y su Defensa.","The user properly coaches its ally Pokémon, boosting their Attack and Defense stats.","El usuario imparte indicaciones precisas a sus aliados, que ven aumentados su Ataque y su Defensa.",championslab
coil,Coil,Enrosque,poison,status,0,,20,,unknown,0,0,0,0,0,0,1,The user coils up and concentrates. This raises its Attack and Defense stats as well as its accuracy.,"El usuario se concentra, lo que le permite aumentar su Ataque, Defensa y Precisión.",The user coils up and concentrates. This raises its Attack and Defense stats as well as its accuracy.,"El usuario se concentra, lo que le permite aumentar su Ataque, Defensa y Precisión.",championslab
comeuppance,Comeuppance,Comeuppance,dark,physical,,100,20,,unknown,0,0,0,0,0,0,0,The user retaliates to deal 150% of the damage it took from an opponent's move during the turn this move is used.,,The user retaliates to deal 150% of the damage it took from an opponent's move during the turn this move is used.,,championslab
confide,Confide,Confidencia,normal,status,,,20,,unknown,0,0,0,0,0,0,1,"The user tells the target a secret, and the target loses its ability to concentrate. This lowers the target's Sp. Atk stat.",Hace que el objetivo pierda la concentración contándole un secreto. Disminuye el Ataque Especial del oponente.,"The user tells the target a secret, and the target loses its ability to concentrate. This lowers the target's Sp. Atk stat.",Hace que el objetivo pierda la concentración contándole un secreto. Disminuye el Ataque Especial del oponente.,championslab
confuse_ray,Confuse Ray,Rayo Confuso,ghost,status,,100,10,,unknown,0,0,0,0,0,0,1,The target is exposed to a sinister ray that causes confusion.,Rayo siniestro que confunde al objetivo.,The target is exposed to a sinister ray that causes confusion.,Rayo siniestro que confunde al objetivo.,championslab
copycat,Copycat,Copión,normal,status,,,20,,unknown,0,0,0,0,0,0,1,The user mimics the move used immediately before it. The move fails if no other move has been used yet.,Imita el movimiento usado justo antes. El movimiento falla si no se ha usado aún ninguno.,The user mimics the move used immediately before it. The move fails if no other move has been used yet.,Imita el movimiento usado justo antes. El movimiento falla si no se ha usado aún ninguno.,championslab
corrosive_gas,Corrosive Gas,Gas Corrosivo,poison,status,,100,40,,unknown,0,0,0,0,0,0,1,The user surrounds everything around it with highly acidic gas and melts away items they hold.,El usuario libera un gas cáustico que envuelve a todos los que se encuentren alrededor y derrite por completo los objetos que lleven equipados.,The user surrounds everything around it with highly acidic gas and melts away items they hold.,El usuario libera un gas cáustico que envuelve a todos los que se encuentren alrededor y derrite por completo los objetos que lleven equipados.,championslab
cosmic_power,Cosmic Power,Masa Cósmica,psychic,status,,,20,,unknown,0,0,0,0,0,0,1,The user absorbs a mystical power from space to boost its Defense and Sp. Def stats.,Sube la Defensa y la Defensa Especial propias con energía mística.,The user absorbs a mystical power from space to boost its Defense and Sp. Def stats.,Sube la Defensa y la Defensa Especial propias con energía mística.,championslab
cotton_guard,Cotton Guard,Rizo Algodón,grass,status,,,10,,unknown,0,0,0,0,0,0,1,"The user protects itself by wrapping its body in soft cotton, drastically boosting its Defense stat.",Cubre al Pokémon con una madeja protectora. Aumenta muchísimo la Defensa.,"The user protects itself by wrapping its body in soft cotton, drastically boosting its Defense stat.",Cubre al Pokémon con una madeja protectora. Aumenta muchísimo la Defensa.,championslab
cotton_spore,Cotton Spore,Esporagodón,grass,status,,100,40,,unknown,0,0,0,0,0,0,1,The user releases cotton-like spores that cling to opposing Pokémon. This harshly lowers their Speed stats.,Adhiere esporas a los rivales para reducir mucho su Velocidad.,The user releases cotton-like spores that cling to opposing Pokémon. This harshly lowers their Speed stats.,Adhiere esporas a los rivales para reducir mucho su Velocidad.,championslab
counter,Counter,Contraataque,fighting,physical,,100,20,,unknown,0,0,0,0,0,0,0,The user retaliates to deal double the damage it took from an opponent's physical move during the turn this move is used.,Devuelve un golpe físico por duplicado.,The user retaliates to deal double the damage it took from an opponent's physical move during the turn this move is used.,Devuelve un golpe físico por duplicado.,championslab
covet,Covet,Antojo,normal,physical,60,100,25,,unknown,0,0,0,0,0,0,0,"The user endearingly approaches the target, then steals the target's held item.","Se acerca con ternura al objetivo, pero le ataca y le roba el objeto que lleve.","The user endearingly approaches the target, then steals the target's held item.","Se acerca con ternura al objetivo, pero le ataca y le roba el objeto que lleve.",championslab
crabhammer,Crabhammer,Martillazo,water,physical,95,,10,,unknown,0,0,0,0,0,0,0,This move has a 1-stage Critical-Hit Ratio Boost.,Golpea con fuerza con una pinza enorme. Suele ser crítico.,This move has a 1-stage Critical-Hit Ratio Boost.,Golpea con fuerza con una pinza enorme. Suele ser crítico.,championslab
cross_chop,Cross Chop,Tajo Cruzado,fighting,physical,100,80,5,,unknown,0,0,0,0,0,0,0,The user delivers a double chop with its forearms crossed. This move has a heightened chance of landing a critical hit.,Corte doble que suele propinar un golpe crítico.,The user delivers a double chop with its forearms crossed. This move has a heightened chance of landing a critical hit.,Corte doble que suele propinar un golpe crítico.,championslab
cross_poison,Cross Poison,Veneno X,poison,physical,70,100,20,,unknown,0,0,0,0,0,0,0,A slashing attack with a poisonous blade that may also poison the target. This move has a heightened chance of landing a critical hit.,Tajo que puede envenenar al objetivo. Suele ser crítico.,A slashing attack with a poisonous blade that may also poison the target. This move has a heightened chance of landing a critical hit.,Tajo que puede envenenar al objetivo. Suele ser crítico.,championslab
crunch,Crunch,Triturar,dark,physical,80,100,15,,unknown,0,0,0,0,1,0,0,The user crunches up the target with sharp fangs. This may also lower the target's Defense stat.,Tritura con afilados colmillos y puede bajar la Defensa del objetivo.,The user crunches up the target with sharp fangs. This may also lower the target's Defense stat.,Tritura con afilados colmillos y puede bajar la Defensa del objetivo.,championslab
crush_claw,Crush Claw,Garra Brutal,normal,physical,75,95,10,,unknown,0,0,0,0,0,0,0,The user slashes the target with hard and sharp claws. This may also lower the target's Defense stat.,Hace trizas al objetivo con garras afiladas y puede bajar su Defensa.,The user slashes the target with hard and sharp claws. This may also lower the target's Defense stat.,Hace trizas al objetivo con garras afiladas y puede bajar su Defensa.,championslab
curse,Curse,Maldición,ghost,status,,,10,,unknown,0,0,0,0,0,0,1,A move that has different effects depending on whether the user is a Ghost type or not.,Un movimiento que tiene efectos distintos si el usuario es de tipo Fantasma o no.,A move that has different effects depending on whether the user is a Ghost type or not.,Un movimiento que tiene efectos distintos si el usuario es de tipo Fantasma o no.,championslab
dark_pulse,Dark Pulse,Pulso Umbrío,dark,special,80,100,15,,unknown,0,0,1,0,0,0,0,The user releases a horrible aura imbued with ill intent. This may also make the target flinch.,Libera una horrible aura llena de malos pensamientos y puede hacer retroceder al objetivo.,The user releases a horrible aura imbued with ill intent. This may also make the target flinch.,Libera una horrible aura llena de malos pensamientos y puede hacer retroceder al objetivo.,championslab
darkest_lariat,Darkest Lariat,Lariat Oscuro,dark,physical,85,100,10,,unknown,0,0,0,0,0,0,0,The user swings both arms and hits the target. The target's stat changes don't affect the damage inflicted by this move.,Gira sobre sí mismo y golpea al oponente con ambos brazos. Ignora los cambios en las características del objetivo.,The user swings both arms and hits the target. The target's stat changes don't affect the damage inflicted by this move.,Gira sobre sí mismo y golpea al oponente con ambos brazos. Ignora los cambios en las características del objetivo.,championslab
dazzling_gleam,Dazzling Gleam,Brillo Mágico,fairy,special,80,100,10,,unknown,0,0,0,0,0,0,0,The user damages opposing Pokémon by emitting a powerful flash.,Inflige daño a los oponentes con una potente luz.,The user damages opposing Pokémon by emitting a powerful flash.,Inflige daño a los oponentes con una potente luz.,championslab
decorate,Decorate,Decoración,fairy,status,0,,15,,unknown,0,0,0,0,0,0,1,The user sharply raises the target’s Attack and Sp. Atk stats by decorating the target.,Aumenta mucho el Ataque y el Ataque Especial del objetivo al decorarlo.,The user sharply raises the target’s Attack and Sp. Atk stats by decorating the target.,Aumenta mucho el Ataque y el Ataque Especial del objetivo al decorarlo.,championslab
defog,Defog,Despejar,flying,status,,,20,,unknown,0,0,0,0,0,0,1,Lowers the target's evasiveness by 1 stage. Removes statuses such as Reflect Spikes and Safeguard as well as any terrain.,Potente viento que barre el Reflejo o Pantalla de Luz del objetivo y puede reducir su Evasión.,Lowers the target's evasiveness by 1 stage. Removes statuses such as Reflect Spikes and Safeguard as well as any terrain.,Potente viento que barre el Reflejo o Pantalla de Luz del objetivo y puede reducir su Evasión.,championslab
